customerID,gender,is_senior,Partner,Dependents,tenure,tenure_group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,contract_rank,PaperlessBilling,PaymentMethod,MonthlyCharges,monthly_charge_group,TotalCharges,risk_group,Churn
1245-HARPS,Female,Non-Senior,Yes,No,14,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.4,1-35,292.4,Medium Risk,No
4210-QFJMF,Female,Non-Senior,No,No,4,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,79.15,70+,317.25,High Risk,Yes
4323-ELYYB,Male,Non-Senior,Yes,Yes,13,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,20.0,1-35,218.55,Medium Risk,No
4293-ETKAP,Female,Non-Senior,Yes,Yes,65,4+ years,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),79.4,70+,5071.9,Low Risk,No
6064-PUPMC,Male,Non-Senior,Yes,Yes,23,1-2 years,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,2,No,Credit card (automatic),57.2,35-70,1423.35,Medium Risk,No
6504-VBLFL,Male,Non-Senior,Yes,No,55,4+ years,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,3,No,Electronic check,58.6,35-70,3068.6,Low Risk,No
6322-PJJDJ,Male,Non-Senior,Yes,No,49,4+ years,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,3,Yes,Electronic check,94.8,70+,4690.65,Low Risk,No
0330-BGYZE,Male,Non-Senior,Yes,No,60,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,2,No,Bank transfer (automatic),102.5,70+,6157.6,Low Risk,No
1085-LDWAM,Female,Non-Senior,Yes,Yes,69,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,Yes,Credit card (automatic),20.35,1-35,1442.65,Low Risk,No
7586-ZATGZ,Male,Non-Senior,No,No,40,2-4 years,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Yes,Electronic check,84.9,70+,3369.05,Low Risk,No
7197-VOJMM,Male,Non-Senior,Yes,No,67,4+ years,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,3,Yes,Credit card (automatic),69.2,35-70,4671.65,Low Risk,No
3318-OSATS,Male,Senior,No,No,35,2-4 years,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,95.45,70+,3474.05,Low Risk,Yes
5828-AVIPD,Male,Non-Senior,Yes,Yes,19,1-2 years,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,2,Yes,Electronic check,100.95,70+,1875.55,Medium Risk,Yes
1843-TLSGD,Female,Non-Senior,Yes,Yes,13,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.85,1-35,272.35,Medium Risk,No
9626-VFRGG,Female,Non-Senior,No,Yes,41,2-4 years,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Yes,Bank transfer (automatic),88.5,70+,3645.05,Low Risk,No
7075-BNDVQ,Female,Non-Senior,No,No,4,0-1 year,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,No,Mailed check,35.0,35-70,135.75,Low Risk,No
9143-CANJF,Female,Non-Senior,Yes,Yes,24,1-2 years,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,No,Electronic check,55.15,35-70,1319.85,Medium Risk,No
7284-BUYEC,Female,Non-Senior,No,No,5,0-1 year,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Yes,Credit card (automatic),50.95,35-70,229.4,Low Risk,No
2041-JIJCI,Female,Non-Senior,No,No,5,0-1 year,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,64.0,35-70,370.25,Low Risk,No
1086-LXKFY,Female,Non-Senior,Yes,Yes,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,69.1,35-70,69.1,Low Risk,Yes
4900-MSOMT,Female,Non-Senior,Yes,Yes,72,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,3,No,Bank transfer (automatic),80.2,70+,5714.2,Low Risk,No
2229-VWQJH,Female,Non-Senior,No,No,24,1-2 years,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Yes,Credit card (automatic),49.3,35-70,1233.25,Medium Risk,No
9194-GFVOI,Female,Non-Senior,Yes,No,42,2-4 years,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,3,No,Credit card (automatic),84.35,70+,3571.6,Low Risk,No
1336-EZFZY,Female,Non-Senior,No,No,4,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.05,1-35,83.3,Low Risk,No
4282-MSACW,Male,Non-Senior,No,No,68,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,2,Yes,Credit card (automatic),117.2,70+,8035.95,Low Risk,No
1403-LKLIK,Female,Non-Senior,Yes,Yes,33,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Mailed check,20.1,1-35,579.4,Low Risk,No
2636-ALXXZ,Female,Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,69.6,35-70,69.6,Low Risk,Yes
7774-OJSXI,Male,Non-Senior,No,No,31,2-4 years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,2,Yes,Electronic check,103.45,70+,3066.45,Low Risk,Yes
7786-WBJYI,Female,Non-Senior,No,No,4,0-1 year,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,No,Bank transfer (automatic),77.95,70+,305.55,High Risk,Yes
0136-IFMYD,Male,Senior,Yes,No,69,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Electronic check,109.95,70+,7634.25,Low Risk,No
5144-TVGLP,Male,Senior,No,No,38,2-4 years,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,No,Electronic check,94.75,70+,3653.0,Low Risk,No
9643-AVVWI,Female,Non-Senior,Yes,Yes,3,0-1 year,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Yes,Electronic check,80.0,70+,241.3,High Risk,No
0253-ZTEOB,Female,Non-Senior,Yes,Yes,48,2-4 years,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,3,No,Electronic check,79.65,70+,3870.3,Low Risk,No
2706-QZIHY,Female,Non-Senior,Yes,No,15,1-2 years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,25.2,1-35,387.9,Medium Risk,No
6061-PQHMK,Female,Non-Senior,No,No,25,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Credit card (automatic),19.9,1-35,527.5,Low Risk,No
9885-CSMWE,Female,Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,No,Electronic check,78.45,70+,78.45,High Risk,Yes
6137-MFAJN,Female,Non-Senior,No,No,48,2-4 years,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Yes,Electronic check,44.8,35-70,2104.55,Low Risk,No
9122-UMROB,Male,Non-Senior,No,No,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.3,1-35,20.3,Low Risk,No
4232-JGKIY,Male,Non-Senior,No,No,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Electronic check,19.2,1-35,19.2,Low Risk,No
2402-TAIRZ,Female,Non-Senior,No,No,37,2-4 years,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,2,No,Electronic check,80.05,70+,3019.1,Low Risk,No
9659-ZTWSM,Male,Senior,Yes,No,66,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,2,Yes,Bank transfer (automatic),107.35,70+,7051.95,Low Risk,No
9139-TWBAS,Female,Non-Senior,Yes,No,26,2-4 years,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,2,No,Bank transfer (automatic),47.85,35-70,1190.5,Low Risk,No
6685-GBWJZ,Male,Non-Senior,Yes,No,63,4+ years,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,2,No,Credit card (automatic),70.8,70+,4448.8,Low Risk,No
5016-ETTFF,Male,Non-Senior,No,No,10,0-1 year,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,No,Mailed check,29.5,1-35,255.25,Low Risk,Yes
3866-MDTUB,Female,Non-Senior,No,No,2,0-1 year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,70.75,70+,146.9,High Risk,Yes
2195-VVRJF,Male,Senior,Yes,No,18,1-2 years,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Yes,Credit card (automatic),59.1,35-70,1011.05,Medium Risk,No
3913-RDSJZ,Female,Non-Senior,Yes,No,64,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,25.55,1-35,1714.95,Low Risk,No
8058-JMEQO,Female,Senior,No,No,9,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,84.45,70+,762.5,High Risk,Yes
4203-QGNZA,Female,Non-Senior,No,Yes,28,2-4 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.25,1-35,535.35,Low Risk,No
5043-TRZWM,Female,Non-Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,No,Electronic check,75.55,70+,75.55,High Risk,No
0697-ZMSWS,Male,Non-Senior,No,No,4,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,85.65,70+,338.9,High Risk,Yes
7657-DYEPJ,Male,Senior,No,No,38,2-4 years,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,2,Yes,Credit card (automatic),70.15,70+,2497.35,Low Risk,Yes
9494-BDNNC,Male,Non-Senior,Yes,No,66,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,2,No,Electronic check,95.3,70+,6273.4,Low Risk,No
1640-PLFMP,Female,Non-Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,70.25,70+,70.25,High Risk,No
5366-OBVMR,Female,Non-Senior,Yes,No,18,1-2 years,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Yes,Mailed check,50.3,35-70,908.75,Medium Risk,No
8276-MQBYC,Male,Senior,No,No,51,4+ years,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,97.8,70+,4913.3,Low Risk,Yes
7593-XFKDI,Male,Non-Senior,No,No,1,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,No,Mailed check,46.3,35-70,46.3,Low Risk,Yes
4573-JKNAE,Male,Non-Senior,No,Yes,12,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),19.35,1-35,212.3,Medium Risk,No
0337-CNPZE,Female,Non-Senior,No,No,41,2-4 years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,106.3,70+,4443.45,Low Risk,Yes
9817-APLHW,Male,Non-Senior,No,No,12,0-1 year,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Electronic check,25.0,1-35,316.2,Medium Risk,No
8380-MQINP,Female,Non-Senior,Yes,Yes,55,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.3,1-35,1079.05,Low Risk,No
0840-DFEZH,Female,Non-Senior,No,No,7,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,75.35,70+,564.65,High Risk,No
1513-XNPPH,Female,Non-Senior,No,No,12,0-1 year,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Yes,Electronic check,89.4,70+,1095.65,Medium Risk,Yes
8690-ZVLCL,Female,Non-Senior,Yes,Yes,68,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Credit card (automatic),88.0,70+,6161.9,Low Risk,No
6015-VVHHE,Female,Senior,No,No,5,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Yes,Credit card (automatic),83.15,70+,446.05,High Risk,Yes
1125-SNVCK,Female,Senior,No,No,49,4+ years,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,No,Mailed check,43.8,35-70,2106.05,Low Risk,No
0384-LPITE,Male,Non-Senior,No,No,40,2-4 years,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,2,No,Credit card (automatic),62.05,35-70,2511.55,Low Risk,No
4616-EWBNJ,Female,Non-Senior,No,No,16,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Bank transfer (automatic),20.1,1-35,318.6,Medium Risk,No
6347-DCUIK,Male,Non-Senior,No,No,10,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,74.15,70+,811.8,High Risk,Yes
1335-HQMKX,Female,Non-Senior,Yes,No,72,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,2,Yes,Electronic check,101.35,70+,7323.15,Low Risk,No
2545-EBUPK,Female,Senior,No,No,2,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Electronic check,84.05,70+,186.05,High Risk,No
6923-AQONU,Male,Non-Senior,Yes,Yes,23,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,20.9,1-35,454.0,Medium Risk,No
2172-EJXVF,Female,Senior,No,No,71,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,2,Yes,Electronic check,105.9,70+,7521.95,Low Risk,No
0897-FEGMU,Female,Non-Senior,Yes,No,11,0-1 year,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,99.5,70+,1056.95,High Risk,Yes
7663-RGWBC,Male,Non-Senior,No,No,1,0-1 year,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,44.15,35-70,44.15,Low Risk,Yes
1120-BMWUB,Female,Non-Senior,No,No,16,1-2 years,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Yes,Mailed check,53.9,35-70,834.15,Medium Risk,Yes
9124-LHCJQ,Female,Non-Senior,No,No,1,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Yes,Mailed check,85.45,70+,85.45,High Risk,Yes
4536-PLEQY,Male,Non-Senior,Yes,No,12,0-1 year,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Yes,Credit card (automatic),85.05,70+,999.8,Medium Risk,No
7029-IJEJK,Female,Non-Senior,No,No,54,4+ years,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,2,No,Bank transfer (automatic),44.1,35-70,2369.7,Low Risk,No
8871-JLMHM,Female,Non-Senior,Yes,No,68,4+ years,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,3,No,Credit card (automatic),90.2,70+,6297.65,Low Risk,No
2235-ZGKPT,Female,Non-Senior,Yes,Yes,4,0-1 year,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,No,Mailed check,50.85,35-70,239.55,Low Risk,Yes
3891-PUQOD,Female,Non-Senior,No,Yes,1,0-1 year,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,No,Electronic check,59.2,35-70,59.2,Low Risk,Yes
5447-VYTKW,Male,Non-Senior,No,No,27,2-4 years,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,No,Mailed check,53.45,35-70,1461.45,Low Risk,No
3623-FQBOX,Male,Non-Senior,No,No,21,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Mailed check,19.95,1-35,416.4,Medium Risk,No
0689-NKYLF,Male,Non-Senior,No,No,13,1-2 years,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Yes,Electronic check,83.2,70+,1060.6,Medium Risk,Yes
8659-HDIYE,Female,Senior,No,No,64,4+ years,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,No,Credit card (automatic),74.65,70+,4869.35,Low Risk,No
3658-KIBGF,Female,Non-Senior,No,No,1,0-1 year,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Yes,Electronic check,54.9,35-70,54.9,Low Risk,Yes
3474-BAFSJ,Male,Non-Senior,Yes,No,57,4+ years,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),57.5,35-70,3265.95,Low Risk,No
5519-YLDGW,Female,Non-Senior,Yes,No,21,1-2 years,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,103.9,70+,2254.2,Medium Risk,Yes
3865-ZFZIB,Male,Non-Senior,No,No,19,1-2 years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Mailed check,19.65,1-35,358.15,Medium Risk,No
1855-AGAWH,Male,Non-Senior,Yes,No,31,2-4 years,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,2,Yes,Electronic check,93.8,70+,2939.8,Low Risk,No
7109-CQYUZ,Male,Non-Senior,No,No,52,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Mailed check,89.25,70+,4652.4,Low Risk,No
1370-GGAWX,Female,Non-Senior,No,No,46,2-4 years,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,2,Yes,Electronic check,94.15,70+,4408.45,Low Risk,No
4680-KUTAJ,Female,Senior,No,No,11,0-1 year,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,55.6,35-70,580.8,Low Risk,No
5307-UVGNB,Female,Non-Senior,Yes,Yes,53,4+ years,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Yes,Bank transfer (automatic),48.7,35-70,2495.2,Low Risk,No
4946-EDSEW,Female,Non-Senior,Yes,Yes,11,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Mailed check,19.25,1-35,180.3,Low Risk,Yes
2883-ILGWO,Male,Senior,No,No,57,4+ years,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Yes,Bank transfer (automatic),104.9,70+,5913.95,Low Risk,No
2516-VQRRV,Female,Senior,No,No,2,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,75.45,70+,158.4,High Risk,Yes
7580-UGXNC,Female,Senior,No,No,2,0-1 year,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,No,Mailed check,54.85,35-70,104.2,Low Risk,Yes
3642-BYHDO,Female,Non-Senior,Yes,Yes,71,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Bank transfer (automatic),19.9,1-35,1389.35,Low Risk,No
9629-NHXFW,Female,Non-Senior,Yes,Yes,1,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Yes,Mailed check,19.4,1-35,19.4,Low Risk,No
2696-RZVZW,Male,Non-Senior,Yes,No,68,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),25.05,1-35,1629.2,Low Risk,No
5766-FTRTS,Male,Non-Senior,Yes,No,72,4+ years,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,No,Mailed check,84.45,70+,6033.1,Low Risk,No
0396-HUJBP,Female,Non-Senior,No,No,2,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,19.3,1-35,44.4,Low Risk,No
5178-LMXOP,Male,Senior,Yes,No,1,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,95.1,70+,95.1,High Risk,Yes
8879-ZKJOF,Female,Non-Senior,No,No,41,2-4 years,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,2,Yes,Bank transfer (automatic),79.85,70+,3320.75,Low Risk,No
6285-FTQBF,Male,Non-Senior,Yes,Yes,72,4+ years,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,3,No,Credit card (automatic),25.55,1-35,1867.7,Low Risk,No
8185-UPYBR,Male,Non-Senior,Yes,No,6,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Electronic check,75.5,70+,438.0,High Risk,Yes
4585-HETAI,Female,Non-Senior,Yes,Yes,4,0-1 year,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Yes,Electronic check,73.75,70+,325.45,High Risk,Yes
7526-BEZQB,Male,Non-Senior,No,No,12,0-1 year,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Yes,Electronic check,96.05,70+,1148.1,Medium Risk,Yes
1474-JUWSM,Female,Non-Senior,Yes,No,58,4+ years,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,2,Yes,Electronic check,68.4,35-70,3972.25,Low Risk,No
3530-CRZSB,Female,Non-Senior,No,No,7,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,20.65,1-35,155.9,Low Risk,No
8498-XXGWA,Female,Non-Senior,Yes,No,65,4+ years,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Yes,Mailed check,55.15,35-70,3673.15,Low Risk,No
9617-INGJY,Male,Non-Senior,No,No,1,0-1 year,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Yes,Mailed check,70.6,70+,70.6,High Risk,No
0621-TSSMU,Male,Non-Senior,Yes,No,56,4+ years,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,2,No,Credit card (automatic),19.95,1-35,1126.75,Low Risk,No
7234-KMNRQ,Male,Non-Senior,No,No,4,0-1 year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,No,Mailed check,19.0,1-35,73.45,Low Risk,No
7636-PEPNS,Female,Non-Senior,Yes,Yes,58,4+ years,Yes,No,DSL,No,No,No,No,No,No,One year,2,Yes,Mailed check,44.1,35-70,2413.05,Low Risk,No
4683-WYDOU,Male,Non-Senior,Yes,No,62,4+ years,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,3,Yes,Bank transfer (automatic),107.6,70+,6912.7,Low Risk,No
9052-DHNKM,Male,Non-Senior,No,No,26,2-4 years,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,2,No,Electronic check,61.55,35-70,1581.95,Low Risk,No
6794-HKIAJ,Male,Non-Senior,No,No,62,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,No,Bank transfer (automatic),90.7,70+,5586.45,Low Risk,No
5578-NKCXI,Female,Non-Senior,Yes,Yes,58,4+ years,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,2,No,Credit card (automatic),99.25,70+,5846.65,Low Risk,No
1642-HMARX,Female,Non-Senior,Yes,No,68,4+ years,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,3,Yes,Electronic check,91.7,70+,6424.7,Low Risk,No
3096-WPXBT,Female,Non-Senior,Yes,Yes,61,4+ years,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,2,Yes,Credit card (automatic),100.7,70+,6018.65,Low Risk,No
8434-PNQZX,Female,Non-Senior,No,No,42,2-4 years,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,3,Yes,Credit card (automatic),78.45,70+,3373.4,Low Risk,No
